name,image,class,subclass,tags,durability,strength,range,arrows,defense,defense_upgrade_lvl1,defense_upgrade_lvl2,defense_upgrade_lvl3,defense_upgrade_lvl4,bonus,description,selling_price,bonus_set,upgrade_1,upgrade_2,upgrade_3,upgrade_4,armor_upgrade,where_to_find,notes
Shield of the Mind's Eye,BotW_Shield_of_the_Mind%27s_Eye_Icon.png?version=6a72e03bc2fe337eff61155b764eed98 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/QNwds4549f4xS9K4T6JIkA/gsvqrxmn2zOeqHV0WllGStoBPb2U5pYkCwWLwmjen1J4E8XHgTlCvNWSzB7veEdgQIYMybe2wogUynEgoSSVxrnCjT-abxzqVdUQJpFaVK8vGhfiuJ2etLIQh7kDWKKVnn0H_NgfzdykMj9ITW6nIg/igBhD1JwsM82kiHFj64n18JW_1oZKL6Czb1UfNuj0Ic),Shield,,,16,16,,,,,,,,,A small Sheikah-made shield. Its design is intended to decrease blind spots without sacrificing too much defense.,,,,,,,,,
Silver Shield,BotW_Silver_Shield_Icon.png?version=d7a5f3037a0108ce0891e43cd4b9ec9a (https://v5.airtableusercontent.com/v1/18/18/1686708000000/4KqxdsBPhJVS65L69K0w9Q/Db2rDEb4MTjT8JAJA5c6C_p2sNHtqRhDcd61rjMzKEoaQbmbuemAQit8LmaIBjbhefc7rz_n7q58hehvpd4LYQRry3SyibpsyJu95r-pTSapo9bGQoqIyt-ZLJ1xI2ns/sj2bdLy8gLsdMbJhf35hrYTFw8WQLh1hUAox4MkPH_U),Shield,,,20,18,,,,,,,,,A Zora-made shield adorned with intricate ornamentation. It's said that true masters of this shield can redirect attacks as a rock redirects running water.,,,,,,,,,
Soldier's Shield,BotW_Soldier%27s_Shield_Icon.png?version=d1ca0cea2b9bd1294dbe9970b9d9844b (https://v5.airtableusercontent.com/v1/18/18/1686708000000/iiz-a10yco3ClQh3fU96Pg/JDCA0vXwHUxP0OmVek96rCa_R3aUUGvsz1WvpoXLBRxo_DLueQZ4z26cw6lsfVetlsjjWX8garDdupg7MtzJAqmu0vfNh9DhewZp2LND_usuIkR-IIrA53STMLiA8xIa/DylV2LD15xZ19b5UPVyIIFG_TnytioGCyWUY-ycEZHw),Shield,,,16,16,,,,,,,,,"A shield once used by the guards of Hyrule Castle. It's easy to handle, but its core is made of wood, so it can catch fire.",,,,,,,,,
Spiked Boko Shield,BotW_Spiked_Boko_Shield_Icon.png?version=ff108502c1ce69e3b824e6e968d2eaef (https://v5.airtableusercontent.com/v1/18/18/1686708000000/lZg8LVxY3N3EssMb1W55BQ/iCTdYEqRwSxDOOS43r5TT_Z30u-ChXzC_HXpQGlSUxjX2UTuNookuPtB7SKWglA8hyUcp-rsQ1s6VeDgrwn8tfQqpaqdsxonGuKfTdYFtbnFpineTHz6JSLoiSwNn3HS/fmrZOjUkZdmMeh0TlZJ48VzOP7sVhocdMuCQ-__t1h0),Shield,,,7,10,,,,,,,,,A Boko shield made of slightly stronger wood. It's been reinforced with animal bones.,,,,,,,,,
Steel Lizal Shield,BotW_Steel_Lizal_Shield_Icon.png?version=51059636b7bc56c6680d3e38e1b53c2f (https://v5.airtableusercontent.com/v1/18/18/1686708000000/q-ypYuunlgBd2fCtFukFSA/i605943zIWAHsiHwOJTzZ03UhscaJIoBpJ21F1-xfe5cfx9volb_c3Ifb1qTyYHo7J_49HckaXsPtYtjBYpwW_a0PfMw5KuIFg0kX1BIEyc_xlNSOaUKrsEPFE4IBotb/fTOctTTn5CtSpnXKRpVLbvU58L499U0fdrP7zMnBtTk),Shield,,,15,35,,,,,,,,,"This Lizal shield is adorned with several metal shells as a means of reinforcement. Its defensive capabilities are high, but its weight requires a skilled soldier to bear.",,,,,,,,,
Traveler's Shield,BotW_Traveler%27s_Shield_Icon.png?version=0df9107c6dc43b33446f6e001605d561 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/b_yxHMZ5okQRDr3rnJWSNA/BlaLP6xevXJ3J1LC49i5Q-27EFYr9houVw57upBlI-5LpfzaGClAxp71Dvw_UvM1gu6jGFOwlYMjRw_cjiQrK2IeNM00OXYQQnnQUJIAn6piLUeJw3oyfhNms9ps9Py1/S16gJDr42utOqbblvmjlKYYqkrVAzTvkORqC1IHSrKU),Shield,,,12,4,,,,,,,,,A sturdy shield loved by many an adventurer. It is made of animal hide and sturdy wood and is best suited to defending against weak monsters or animals.,,,,,,,,,
Wooden Shield,BotW_Wooden_Shield_Icon.png?version=e24122bea180469be7f9b03df063f9ef (https://v5.airtableusercontent.com/v1/18/18/1686708000000/seSlCrp067Mjv1bXVOPqJA/t4aKMmghyc7kqJjq8vlo-YDXCUtEdo2oZP9_K8z6O11wMqzqjlIyem6z7JcHVbxoDSEDE80fB_tfSDLDWXiLzGTPIP3eo0ohOi4DpMKUXV153-yvcGe78BqHu9F93jdI/osHczBLQ_SsraqRWzLDhsUaxnOXi1yKNM_tx6VVYStA),Shield,,,12,2,,,,,,,,,"This lightweight, simple shield is ideal for less-experienced fighters. It can withstand light attacks, but blocking stronger blows is not recommended.",,,,,,,,,
Ancient Bow,BotW_Ancient_Bow_Icon.png?version=a30326b50664bba2d8deb213f7aca1ce (https://v5.airtableusercontent.com/v1/18/18/1686708000000/7uh-KOOm620d1tcAdpFArg/_I6Gd4bSULzlhVZmgW0z6mACALY1iDZBvIcSBIgQisE9BYclCfsD3Yo3pOy4cGpx-2aZEfXKUbmXtbh_3I5tUXvhzMGjYvZLRCfeDAtmrh5z-bgnRGrb1oHIHMlY_QU7/c3rIa_C-55APMmWi395SFV4HMwIhgx8hK4FxNChF0Lk),Bow,,,120,44,1,50,,,,,,,"This bow is the result of Robbie's research. Ancient Sheikah technology allows it heightened functionality, Arrows fired from it travel in a perfectly straight line.",,,,,,,,,
Boko Bow,BotW_Boko_Bow_Icon.png?version=d0177b3bc59fa477e0f3daacbef6eaa4 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/ssq_rbcvR3GS_p6_75aAuw/kSZPtEYzYeDIZRHnLW0-3nlaSkWrHLxlurkaQax-S85xMmcLq_PoNfChD5Wzpaaql22W2rHkFJbIMOS_JatUP29CJyuZzM-MvK5NHT8wakWM-tDEup1pA3TAUE7d3kJ_/qJlcbH2rTVZlWHJuX3_lcmSIicN3VJW5cUKOfWdQVQ8),Bow,,,16,4,1,20,,,,,,,"A basic Bokoblin bow made of wood. It's made by taking any tree branch and tying a string to either end, so don't expect much in the way of combat effectiveness.",,,,,,,,,
Bow of Light,BotW_Bow_of_Light_Icon.png?version=ea34e5555e026648a11dfc40ad7cfca7 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/UVTJCGNSFNBjZSGT-DmKRw/XHy05-uA8mEoHmm1ejjQSHcB-gULZ9HTd_0DUa94Gyb9eF-Hfw-pzw6ruumE-waTiJAeE846rEslktezfehZgOTZfN1DKshUVLyVkjrPmK6a_QsMHa5vqjTnsk0JCUzp/yg_ogxUyN4fC_D7QEy7IJxxvy6WQzLTSzmlr5qXbN7k),Bow,,,100,100,1,500,,,,,,,"Princess Zelda gave you this bow and arrow for the battle with Dark beast Ganon. When wielded by the hero, it fires arrows of pure light strong enough to oppose the Calamity.",,,,,,,,,
Dragon Bone Boko Bow,BotW_Dragon_Bone_Boko_Bow_Icon.png?version=b798362d2651d960a0436784cbaf6922 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/LBhHzsK2SRIlqHvugLyzIQ/N_4mJCJBbk1Erje33T7Ru_lGCCLCFYK40g761taNJ7fjS77j6tH8kxnaiZ9rAbVJPy-9JTqtx9xJM-ubrh-FKbZhxv05ojTc3PpfviLz__I2YNSvaTxVKI9xdquPjL13GZMs2P5e6iPRermhZBQbpQ/0QY6Mq5mkK86fTPSdcqtIGeIV_BiCLvgcT31pCNN-jo),Bow,,,30,24,1,20,,,,,,,"A Boko bow reinforced by fossils. Bokoblins handpicked the materials it's made from, so it boasts a respectable firepower.",,,,,,,,,
Duplex Bow,BotW_Duplex_Bow_Icon.png?version=85250e7d4d9ed4a4bfe246f29d7d8aad (https://v5.airtableusercontent.com/v1/18/18/1686708000000/kRy0eZrFNh95-lAJ4MccIw/UVlSkyLpRXy9FvGXTZ1RJ7gUMlV9QPRNgvXPtFyqNQVkhnO_x8VToIQfHy913D-m-C0oOR0q3ePJFMGGa7TrA6Qy8lTrJzoNAeFpSLlXxkfxIXTdY8T1QNNViAh0QhGU/Os7qW06VL2MHvEkvFs9GSq3eEFdzQAwC9ZZbBWzwMxo),Bow,,,18,14,2,40,,,,,,,A bow favored by the skilled archers of the Yiga Clan. It's been engineered to fire two arrows at once to ensure your target comes to a swift and none-too-pleasant halt.,,,,,,,,,
Falcon Bow,BotW_Falcon_Bow_Icon.png?version=827ad5483332157164636dfc4235103a (https://v5.airtableusercontent.com/v1/18/18/1686708000000/q88H-FG2AO_5raRFcYB9tA/ax3S-hgCYiGptXQR6_ZALdQRqyiNTP0AXZhXwjMUbGnx9DQ51nISSY0u1XVc5EhPt6YpVQAeWnu8zyA7TGLZe5Z6TJLxI-IM9iJp3L0FJuAsj_KBBdzup4cvl7skb1Sa/4oDCNpvAvHG6HyU-0bCGALAGZEVhGmaI03ch1hHUn8A),Bow,,,50,20,1,40,,,,,,,"A highly refined Rito-made bow created by a master Rito craftsman. Rito warriors favor it for its superior rate of fire, which helps them excel even further at aerial combat.",,,,,,,,,
Forest Dweller's Bow,BotW_Forest_Dweller%27s_Bow_Icon.png?version=5b3dc5b5d6e643ca3fbcdbc4a0cd10ec (https://v5.airtableusercontent.com/v1/18/18/1686708000000/IH_1mtfWTaEjRTbX4SGyrg/bbvOxBbK-_y2c6e_G7Hg0vbEAd6gFlWuHS02GR7YrvMjN7lrzb3Y9lud-nCe5zTGWf566kx0JEwJJuO4qIQQgpWoLRqslM_25_V5oeooKT5augAXiBqOd3U3EHAD6qdJueC--EJJ2m5DchRUH4k4JQ/vgtItW6alO0tu-1KEMYMGvsYCMAScLsljcRs4xOnuK0),Bow,,,35,15,3,20,,,,,,,"The Koroks made this bow for Hylians. It's crafted from flexible wood and uses sturdy vines for the bowstring. Its construction may be simple, but it fires multiple arrows at once.",,,,,,,,,
Golden Bow,BotW_Golden_Bow_Icon.png?version=fa5b134bf3abb93b5444df5a921ceee5 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/r5Ntx8L1O_JFP1sCwdu7Mg/PL0RF_N-LABH9EJxrGGbExNn56se03oqP40vTWvCu4pkz-_Bd2q-NKJttG4oqE2wClV00DzZxMz0BdIwgijUbjYFmLt6wqz11JZYJwa8wp0xXCtYyzvt-LbSi5-wEsJs/7s05fa_17fUSSDaTZhtXqkQsnMaNScslBmDB3rdtbTc),Bow,,,60,14,1,40,,,,,,,"This Gerudo-made bow is popular for the fine ornamentations along its limbs. Designed for hunting and warfare alike, this bow was engineered to strike distant targets.",,,,,,,,,
Great Eagle Bow,BotW_Great_Eagle_Bow_Icon.png?version=05bf5d9dc6541b71bec3d14c406dbe55 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/NKx_RkS5H6L03Z6dWWenpA/wQCenReVleyHM4iYPPb-vM-9F-nzGJXFeLwnPTp-PK0XSmkg4qwUQ9_XEAwhxAKgM9f6yFhRGspIZwtTFR-Rvi2JNDOece2lGICXmviZJbOswwAmFAKLYPpvpVn338wx/RlSv0zivx82zgGq-KZoOPYrlRwFlxG5DpTkOIBhSdks),Bow,,,60,28,3,40,,,,,,,"A bow without equal wielded by the Rito Champion, Revali. it's said Revali could loose arrows with the speed of a gale, making him supreme in aerial combat.",,,,,,,,,
Knight's Bow,BotW_Knight%27s_Bow_Icon.png?version=fc945fe56e15841eed3288c0f291c4b7 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/948hgfrbJQWKZ86o24lq0g/SXDdFY0mijQ7ivzPpKqaV-Q37brHexXHnTBq_q12m7sMXWsfTrFFsUr1ZH4YAQMY392WIF5NdCheASAmyoZSNizESNn6mvYBdQiz-KfCs41ztP7Icd6qPIy8vn0ol56-/U8gy95YMgRwA010gUICbeVYkYctmRDQq1fUAKrlV8Xw),Bow,,,48,26,1,20,,,,,,,"The sturdy metal construction of this bow offers superior durability, while its lack of firing quirks makes it quite reliable. Once favored by the knights at Hyrule Castle.",,,,,,,,,
Lizal Bow,BotW_Lizal_Bow_Icon.png?version=77bdc511a21b419c3b5c966d9ca16a91 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/nlEeofCjf-hxEycEXja6Zw/WmW6qrNfmwwQYLfjJSM4iTp_9R5lOqWsMZaINBNCBFh4IV9obV9XosE51f-2cD19cn5kteivUIRtTzwPHe3vNim55OrNORXQb8iVzOR3VHhOmrtXMfiSIKDCzaoguxwu/sJ_G7tnL59JmgDjCT4at8uWeqv0dSWK1QyagsS379tw),Bow,,,25,14,1,20,,,,,,,A wooden bow created by Lizalfos. It's reinforced by the bones of a large fish - a marked improvement over any standard wooden bow.,,,,,,,,,
Lynel Bow,BotW_Lynel_Bow_Icon.png?version=e320093e356044f3ebd219bd92da16fc (https://v5.airtableusercontent.com/v1/18/18/1686708000000/tEZoqOJcv3uQb9nARMHWJg/xtS8Ym-pbx4JbZGgmt7wXOZvb7yKnAfZv3KzN6Bl6x8mvE5n9Vewg38EomZyikQz_lXOjqZZv1ZcsBAaY8zLPpUTh6PrUNI2CB4O7MCk-OBwOxMYZj5MH2bmnOLvVq_I/VoDpeeRUlTShrWnwf9wyi0SQVpJiJJMex7vb0aKOwLM),Bow,,,30,10,3,20,,,,,,,A Lynel-made bow crafted from rough metal. True to the vicious nature of Lynel weaponry. It fires a spread of multiple arrows at once. Ideal for taking down quick-moving targets.,,,,,,,,,
Mighty Lynel Bow,BotW_Mighty_Lynel_Bow_Icon.png?version=a8d6d7e9ea3e62f212dbfd92f899c3a1 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/3AS48CfmSfQ_nSRv0Mn6CQ/NoJyoxxz8KZP3FhtTi2h9TdIGYLUIOfHVEPXcWT3XEuysZ3rHd4kZDh3ctPC7c6dNpHZErO95iTGSzQUgWnFlYyFu2Z-61vhYwBcSqxga7As4WMalQFq_um9iCXoyN-F/BaIv0NSavoSOP2spe8cJDRks2qskVwD6BcWjtWwm3us),Bow,,,35,20,3,20,,,,,,,"This massive Lynel bow sports a bowstring made from a metal so tough, mere Hylians have trouble drawing it back.",,,,,,,,,
Phrenic Bow,BotW_Phrenic_Bow_Icon.png?version=710f4b2b707a7678c13f4dc8479f0e30 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/SZETGEgMJect6lBxu5wd_w/wmTvoosbgfT2h6lLQryJq6yApQZrHHmbJ0QCqRALHYyFprI9cFqlhFWmw3LB4b7tOO4abVtQSUBlLZTy98zo-39BiTF411xoqZYOOu9-qL-igmEbiv4Yj1Jl6RtXaDCN/3o2ApEZz8KbxCrJuyiTrP-XRlM_tywfz-x3jUoJH-aQ),Bow,,,45,10,1,40,,,,,,,A bow passed down through the Sheikah tribe. Concentrating before drawing the string will allow you to target distant enemies as easily as those nearby.,,,,,,,,,
Reinforced Lizal Bow,BotW_Reinforced_Lizal_Bow_Icon.png?version=d6c6113321c0fd797814613ce00fb178 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/CQVnu8Gk87lFEA5MXXf1Bg/CHeQZkO7He-cv80XTmhBIufELCVz6KS9y4WzRZaf3VL6Q73IoO7J90QYvlN1qFXrpDlXkNirCAaodLE8e0W-eCC15CivDF1Z34n411uYorXfwgIU-B1c6ecxpyV1GH-R2sOb50Gby5MNQxhDYCrKng/x6JsH9_PHuH0a9phqQQbfS15FpEfSdz_aAxbg0w4p8E),Bow,,,35,25,1,20,,,,,,,"A Lizal bow with a grip reinforced by metal. The body is made from the branches of a flexible tree that grows near water, which offers some serious destructive power.",,,,,,,,,
Royal Bow,BotW_Royal_Bow_Icon.png?version=0f40ee3dd823cd32e842f1be67e18806 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/Bulk4pflYxfTUJPU0L-rig/z2NGRmfolLTMf0bhun3FjfwjW89SMBVq3gVnchM12_IcuY-d3Pp6wsxcAOc75_k60hFZI_GskPMw7oa6GYYCA5Vp8St3y26rrr95ITGLV_QYLOK_JptNZChOo565jqTU/uP5RXEpn9e1BeYu72JbTSuy7dAu8UeEcUrfEEutlIwc),Bow,,,60,38,1,20,,,,,,,"In the past, the king of Hyrule presented this bow to only the most talented archers in the land. Its combat capabilities are as impressive as its extravagant design.",,,,,,,,,
Royal Guard's Bow,BotW_Royal_Guard%27s_Bow_Icon.png?version=ca7f8ac0ea73e8da267355c943770cd1 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/cHLfZOgHnIGdiceuS6Bg3A/uC3yHwihpIP_fJlc4DoPwH2Z4_m6gKvx6lUlHbizMBtIlcYjUGuphn_koTUsRr8LvrY70jbvhlT_RSrisAqOV0zDZMNZ804KQJ2Kbfuh3fUOrsLWTsN4sXBzPlTadP2x/hDXZqGx_FR9ARCE4a9MxyzTelllLNu1L7Q35_NVoDPc),Bow,,,20,50,1,30,,,,,,,"This prototype Sheikah-made bow was designed to fight the Great Calamity. made with anient technology, it boasts a high rate of fire and firepower but has low durability.",,,,,,,,,
Savage Lynel Bow,BotW_Savage_Lynel_Bow_Icon.png?version=34b710a627e78f0e49fbcbf796fa48d5 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/_L9YYtbr_p1G1nZGmPxMJg/oBexEXm57bSModz_94xLsqUVG3uappqX-g1bp4HPRcdkLvYcVwi5GJGjfEE3SD4vMZXCz2Ce4lYwq2xIw-nk1ePmttWQANQRNXPWDW7xo8Xg2uA5DL7mSw6sWxM0XPzq/oFVeRjlNgOGIjPNAyjN1unGCbWfD2o05JTDs6IxtieU),Bow,,,45,32,3,20,,,,,,,This Lynel bow is made from a special steel found at the peak of Death Mountain. It has tremendous stopping power and can pierce thick armor as easily as thin paper.,,,,,,,,,
Silver Bow,BotW_Silver_Bow_Icon.png?version=520eefb145d4ab4ab4d538429420216a (https://v5.airtableusercontent.com/v1/18/18/1686708000000/XPWn_vnEQptzJUKQ73udqw/aaGVIB8b-wKbJJC4JI1glx_i7PKzGK7w0bPiiqBrClfEr_RiotgYOqbnhYbw3b-LkHp08-OubsWbEznmgXc1M6qWc1QMPkV5RauK1x9MPOJ0LNt9vGKJ82I5YTFmlNQo/iP963GQem6qyrMeaZm-TEt-dsFKXJJjIBL-S4rsLh84),Bow,,,40,15,1,20,,,,,,,"A bow favored by the Zora for fishing. It doesn't boast the highest firepower, but the special metal it's crafted from prioritizes durability.",,,,,,,,,
Soldier's Bow,BotW_Soldier%27s_Bow_Icon.png?version=7d127b0dd53cb5ceae49dc18072b75ee (https://v5.airtableusercontent.com/v1/18/18/1686708000000/_rxWuisNhtPY6u2yRRc_xg/3oZoAlHBjnRnxEH_F4yHeS9K7oSBiDOm5Ev3pGTTi4PLOj4xjMzz7NnlUyRURBHAzq7E90RK3wKtMO-oHYQTGK3iVsGtByshCCiJtKWOS_KMkHCSvXSan9bTeGy_8skG/Yanj5ELdYzUb32p8SgGtXreKMI6wxtpJDyGn-c2G6Rs),Bow,,,36,14,1,20,,,,,,,"A bow designed for armed conflict. Inflicts more damage than a civilian bow, but it will still burn if it touches fire.",,,,,,,,,
Spiked Boko Bow,BotW_Spiked_Boko_Bow_Icon.png?version=88969eed0ef1851af54af0c1f1054080 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/2Bo99t5G_ozv2nVeKToAvQ/CdRb2kDmZdW8qa6iT0FS4EenEGOyy1m6XpdNsOfzv-2vnVkAqlYT4ZWLkIkwc40EmaweAVLQf9Jniic6T7fHhOtOd4NMVUmNwdbtwGYflqY7BMfU1EL376EQ4RMD0KK9/s-LH4fLGF2FzUUBPWmfmPc9yqP6Q1wyoPNkQe98dPEg),Bow,,,20,12,1,20,,,,,,,"An upgraded Boko Bow bound with animal bone to boost its durability and firepower. Its craftsmanship is sloppy, but it's light and easy to use.",,,,,,,,,
Steel Lizal Bow,BotW_Steel_Lizal_Bow_Icon.png?version=5b9ce91a5e76698e215c236e1c35a041 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/NSsPImkCL3B7NypoL9qGPQ/bRrLpR6PYjLAJ7LIOSixWbsZ5ypbFZ4P7jiZ4Zs2TG22ODizW1Fwgfw-a1fcTvFEu-yl7qltCNy8-JTD2_JA7mUavOzvzMOcXX7H9NUr01jbdUH5nIAZs9TXlKv1ReGu/0vz0nJUsVL-oVeWBUeoeT1WX8CWG0cYwUoVDZggbWMo),Bow,,,50,36,1,20,,,,,,,This bow is wielded by lizalfos who are expert marksmen. The metal that reinforces much of the weapon adds some additional weight but offers heightened durability.,,,,,,,,,
Swallow Bow,BotW_Swallow_Bow_Icon.png?version=25f841cf9a87503c1b213d8e57b10458 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/PnO2JgZvPqfAbT_KwS_OZQ/Szy1-PnxyQzwLm7ENLY2Mb5XDJtDMpYaoY746cLPXYobxSMVqzOAQw4fDWZ7TlBDVtC4Yi4SsCWj4fytsa_fEGDfTQqCWD_zZHOwo6zX1Yca8GBakDnbZYjlfU6a4ZLa/yCLeRuOf0MzAuZ2Ub-TmMOeftQr_oIpoahTFj4-lu4s),Bow,,,30,9,1,40,,,,,,,"This bow is a favorite among Rito warriors. The bowstring has been specially engineered for aerial combat, which allows it to be drawn faster than a normal bow.",,,,,,,,,
Traveler's Bow,BotW_Traveler%27s_Bow_Icon.png?version=2f79f7129c168202993723b4f0dc127d (https://v5.airtableusercontent.com/v1/18/18/1686708000000/BSAWnnooQ7FM-SwIZywU6w/UzyTY4vK5QZf7ltTrCC9CuxWlmNEytNV15cSCPQ-pc3nKHqFUqrz--ACDIvvzuzAH1zKWlE7u_Akzw-ZzwjlA_6kqwJy0Nd9uVzq044mgzeHc4lFZs9cogKBicouUhcc/V-1XHDNK5NqoaAjTLay7in7Y4B-zbA8Kes1vb-UtPOc),Bow,,,22,5,1,20,,,,,,,"A small bow used by travelers for protection. It doesn't do a lot of damage, but it can be used to attack foes from a distance.",,,,,,,,,
Twilight Bow,BotW_Twilight_Bow_Icon.png?version=ea5d596836c8b089da4fb57e822ca31d (https://v5.airtableusercontent.com/v1/18/18/1686708000000/b_apHCdrXjVESbym0ty18g/6h5xqKU6j-sLXEkh3kMq6u6RFyn2lUSrHE-k6pG-lB7rAF5CuKD3a_6CLnblCbSYZ_dxZ6jtxyZwIsBFWqp1u_zIkjN2HCaSy1_yvrE_bJlx24S0lCO5fxorQPl_yXiJ/d6VbIpOEwnWVzqc3zxiK3XoZFGmGLellqhHYa0wvdBE),Bow,,,100,30,1,8000,,,,,,,"A bow used by the princess who fought the beasts of twilight alongside the hero. It's said to contain the spirits of light's power. It fires arrows straight and true, as if beams of light.",,,,,,,,,
Wooden Bow,BotW_Wooden_Bow_Icon.png?version=f03b2a790043b54e79192ae4284917c7 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/77pEIibobU-Cdo44pkipgw/hb9zsCZ0RKfQnGtOQtx1nSMdrlxcLJ50yxYrM2UJFeD4HMvZ2fVsoHkQMJkgG2RxVKsDmqTVWMcs2i4VlN2ncE9FAF8hXRphPDenxjQnt97Spyn2LYcSEtewpFgX7Igc/0yzHUAuN7YUbBbnyqf7inslM6V6W4tPMTzvWiOBlebk),Bow,,,20,4,1,20,,,,,,,"This wooden bow may not be the most reliable for battling monsters, but it is excellent for hunting small animals.",,,,,,,,,
Arrow,,Bow,Arrow,,,,,,,,,,,,,,,,,,,,,
Ancient Arrow,BotW_Ancient_Arrow_Icon.png?version=bbceb43f208bee47ab3246bdd1ae3488 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/Aa8gO4jRy76nlfXIOUEr7w/b9oEXihVFNjHZ6t_YYLhoZXbCAwGcwvq2PhL0CDVSa4-XMJebn8TbK__2eMq5aIDGYxIMm1Q-UmK86LJsmq2-GOgiT5KpMfEw6o5QSiatT1idA_lATjon18ahb-2lEy_/YlU5C0MNH95PUSeEl-aojrktBRQoYCdNdkQWKIbXj8U),Bow,Arrow,,,,,,,,,,,,,,,,,,,,,
Fire Arrow,,Bow,Arrow,,,,,,,,,,,,,,,,,,,,,
Shock Arrow,BotW_Shock_Arrow_Icon.png?version=05833b464b2a280d99c0d6e292ab75c7 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/0w1PL-dQKLxJCdoXBVVdcg/OFtGN5lH9ZriIz8QohAu8DtqzMGyGBdMNDwVpDIZfHYOLzm4PnOEzjSfduDt1IV1onCwDcRr9PryACsP54AKR22RHDRFaIowk7NzDJaB1mzF3QG3hwXFSbnnBOzduLN0/z_drTdB3n8QFRK_1dfPJwtgtiwJTLcqlh4DIDJVG6-w),Bow,Arrow,,,,,,,,,,,,,,,,,,,,,
Light Arrow,,Bow,Arrow,,,,,,,,,,,,,,,,,,,,,
Bomb Arrow,,Bow,Arrow,,,,,,,,,,,,,,,,,,,,,
Silver Arrow,,Bow,Arrow,,,,,,,,,,,,,,,,,,,,,
Ancient Cuirass,BotW_Ancient_Cuirass_Icon.png?version=291571a345c7ebda2309bbd44bdfbcdf (https://v5.airtableusercontent.com/v1/18/18/1686708000000/f421LT3oTrRTKdeFzfJCxw/yjMPOdOlrSJrMSvloejgtEGGjAtMEuhT6oy539U8-d-OMXq8iIGzCBI8pMkKxZcrPXnU1huX-4XvzKZ2CWPFnNVZZ8DG2b8UBWgyNA76BlVkvmvNxEcarAPY9oaZDJJG/MpAczlIqezveVbZzgWVO_eXL8xMj_SjOKbgA068Lfbo),Armor,Body,,,,,,4,7,12,18,28,Guardian Resist,This armor was created by ancient Sheikah technology using Guardian parts. Equipping it will reduce the damage you take from ancient weaponry.,125,Ancient Proficiency,"Ancient Screw x5, Ancient Spring x5","Ancient Spring x15, Ancient Gear x10","Ancient Shaft x15, Ancient Core x5","Star Fragment x1, Giant Ancient Core x2","Ancient Screw,Ancient Spring",Akkala Ancient Tech Lab,
Barbarian Armor,BotW_Barbarian_Armor_Icon.png?version=84ba96bf54f33cd43e020e64b6e3b966 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/Mp3LbclIfefeayiqSE2TUA/uwe4K8A8I_B-FhPqiACueV1Tw_ml9r2h5uyUXpiNWB2J9Q1xgNev5GBEYaeNGMG3Y2ewuoNhMRZtpI4bGFEtFQ52hnBVYG1n9HpsKOyt7zCeAqjsIfT1YgdPVtr8svl3/qJMe_yvGSLCl591Hg2VIfYdnfibXd1GyxG6xhERjcyI),Armor,Body,,,,,,3,4,8,12,20,Attack,Armor once favored by an ancient warlike tribe from the Faron region. The war paint bolsters your fighting spirit and raises your attack power.,600,Charge Attack Stamina,Lynel Horn x1,"Lynel Horn x3, Lynel Hoof x2","Lynel Hoof x4, Lynel Guts x1","Lynel Guts x2, Shard of Dinraal's Horn x1","Lynel Horn,Lynel Guts,Lynel Hoof,Shard of Dinraal's Horn",Shrine - Dila Maag,
